Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,astra,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,sova,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,waylay,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,viper,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,fade,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,neon,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,jett,75%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,omen,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,skye,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,raze,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,veto,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Breeze,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,astra,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,sova,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,viper,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,fade,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,neon,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,brimstone,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,jett,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,omen,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,skye,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,raze,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,veto,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Bind,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,astra,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,sova,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,viper,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,fade,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,neon,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,jett,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,omen,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,skye,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,raze,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,veto,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Split,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,viper,70%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,omen,60%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,waylay,40%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,astra,40%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,jett,30%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,fade,30%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,sova,30%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,skye,30%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,sage,20%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,chamber,20%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,neon,20%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,tejo,20%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,kayo,10%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,killjoy,10%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,veto,10%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,raze,10%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,All Maps,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,viper,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,omen,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,astra,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,jett,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,fade,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,sova,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,skye,75%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,sage,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,chamber,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,neon,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,veto,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,raze,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Split,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,viper,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,omen,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,yoru,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,waylay,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,astra,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,jett,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,fade,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,sova,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,skye,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,neon,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,veto,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,raze,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Breeze,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,viper,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,omen,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,waylay,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,astra,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,jett,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,fade,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,sova,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,skye,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,sage,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,neon,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,veto,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,raze,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Corrode,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,viper,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,omen,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,waylay,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,astra,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,jett,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,fade,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,sova,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,skye,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,neon,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,killjoy,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,veto,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,raze,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,Pearl,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,viper,75%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,waylay,63%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,omen,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,skye,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,fade,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,veto,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,astra,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,sova,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,neon,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,sage,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,brimstone,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,chamber,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,iso,13%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,raze,13%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,kayo,13%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,killjoy,13%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,jett,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,All Maps,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,viper,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,waylay,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,omen,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,skye,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,fade,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,veto,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,astra,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,sova,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,neon,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,sage,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,iso,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,raze,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,kayo,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,jett,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Corrode,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,viper,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,omen,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,skye,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,fade,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,veto,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,astra,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,sova,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,neon,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,brimstone,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,Bind,chamber,100%
